name,iso,id,country,admin_level,category,range_type,range,population_type,population,population_share,population_interval,population_interval_share
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,school_age,50033,65.42,5323,6.96
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,total,93190,65.42,9914,6.96
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,under_5,15924,65.42,1694,6.96
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3000,women_childbearing,22930,65.41,2439,6.96
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,adults,95787,71.19,7769,5.77
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,elderly,4846,71.19,393,5.77
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,school_age,54449,71.19,4416,5.77
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,total,101415,71.19,8225,5.77
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,under_5,17329,71.19,1405,5.77
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,3600,women_childbearing,24955,71.19,2025,5.78
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,adults,100128,74.42,4341,3.23
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,elderly,5066,74.42,220,3.23
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,school_age,56916,74.42,2467,3.23
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,total,106011,74.42,4596,3.23
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,under_5,18114,74.41,785,3.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4200,women_childbearing,26085,74.41,1130,3.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,adults,101772,75.64,1644,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,elderly,5149,75.64,83,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,school_age,57851,75.64,935,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,total,107752,75.64,1741,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,under_5,18412,75.64,298,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,4800,women_childbearing,26514,75.64,429,1.22
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,adults,106654,79.27,4882,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,elderly,5396,79.27,247,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,school_age,60626,79.27,2775,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,total,112921,79.27,5169,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,under_5,19295,79.27,883,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,5400,women_childbearing,27786,79.27,1272,3.63
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,adults,107080,79.58,426,0.32
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,elderly,5417,79.58,21,0.31
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,school_age,60868,79.58,242,0.32
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,total,113372,79.58,451,0.32
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,under_5,19372,79.58,77,0.32
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6000,women_childbearing,27897,79.58,111,0.32
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,adults,107762,80.09,682,0.51
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,elderly,5452,80.09,35,0.51
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,school_age,61255,80.09,387,0.51
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,total,114093,80.09,721,0.51
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,under_5,19495,80.09,123,0.51
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,6600,women_childbearing,28074,80.09,177,0.5
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,adults,108369,80.54,607,0.45
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,elderly,5482,80.53,30,0.44
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,school_age,61600,80.54,345,0.45
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,total,114736,80.54,643,0.45
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,under_5,19605,80.54,110,0.45
Ancuabe,,85939544B12924931865401,MOZ,ADM2,primary_healthcare,TIME,7200,women_childbearing,28232,80.54,158,0.45
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,adults,14847,4.37,14847,4.37
Angoche,,85939544B28799715012212,MOZ,ADM2,primary_healthcare,TIME,600,elderly,838,4.37,838,4.37
